deck	split	colors	main_colors	player_wr_bucket
FDN_top_17177_UGpR	train	UG+R	UG	0.68
FDN_top_17178_UB	train	UB	UB	0.66
FDN_top_17179_WG	train	WG	WG	0.64
FDN_top_17180_BR	train	BR	BR	0.62
FDN_top_17181_UR	train	UR	UR	0.6
FDN_top_17182_WBpR	train	WB+R	WB	0.6
FDN_top_17183_UG	train	UG	UG	0.62
FDN_top_17184_BR	train	BR	BR	0.62
FDN_top_17185_UR	train	UR	UR	0.6
FDN_top_17186_BG	train	BG	BG	0.62
FDN_top_17187_WR	train	WR	WR	0.6
FDN_top_17188_WBpU	train	WB+U	WB	0.62
FDN_top_17189_BG	train	BG	BG	0.64
FDN_top_17190_WB	train	WB	WB	0.6
FDN_top_17191_UG	train	UG	UG	0.6
FDN_top_17192_UG	train	UG	UG	0.6
FDN_top_17193_BR	eval	BR	BR	0.68
FDN_top_17194_BR	eval	BR	BR	0.68
FDN_top_17195_WB	train	WB	WB	0.72
FDN_top_17196_WR	train	WR	WR	0.8200000000000001
FDN_top_17197_WB	eval	WB	WB	0.74
FDN_top_17198_UB	train	UB	UB	0.62
FDN_top_17199_WU	train	WU	WU	0.6
FDN_top_17200_WU	train	WU	WU	0.6
FDN_top_17201_BR	train	BR	BR	0.6
FDN_top_17202_UBpWG	train	UB+WG	UB	0.68
FDN_top_17203_UBpWG	train	UB+WG	UB	0.68
FDN_top_17204_UBpWG	train	UB+WG	UB	0.68
FDN_top_17205_UBpWG	train	UB+WG	UB	0.68
FDN_top_17206_UB	train	UB	UB	0.64
FDN_top_17207_WR	train	WR	WR	0.62
FDN_top_17208_UR	train	UR	UR	0.6
FDN_top_17209_WBpU	train	WB+U	WB	0.6
FDN_top_17210_WU	train	WU	WU	0.6
FDN_top_17211_WU	train	WU	WU	0.6
FDN_top_17212_WG	train	WG	WG	0.62
FDN_top_17213_UBpR	train	UB+R	UB	0.64
FDN_top_17214_WU	train	WU	WU	0.64
FDN_top_17215_BR	train	BR	BR	0.72
FDN_top_17216_UB	train	UB	UB	0.66
FDN_top_17217_UR	train	UR	UR	0.6
FDN_top_17218_BR	train	BR	BR	0.6
FDN_top_17219_WB	train	WB	WB	0.62
FDN_top_17220_RG	eval	RG	RG	0.62
FDN_top_17221_WU	train	WU	WU	0.6
FDN_top_17222_UB	eval	UB	UB	0.62
FDN_top_17223_WG	train	WG	WG	0.62
FDN_top_17224_RGpW	train	RG+W	RG	0.62
FDN_top_17225_WB	train	WB	WB	0.6
FDN_top_17226_UB	train	UB	UB	0.62
FDN_top_17227_UBpW	train	UB+W	UB	0.6
FDN_top_17228_RG	train	RG	RG	0.62
FDN_top_17229_UBpR	eval	UB+R	UB	0.6
FDN_top_17230_WU	train	WU	WU	0.7000000000000001
FDN_top_17231_WR	train	WR	WR	0.6
FDN_top_17232_BG	train	BG	BG	0.7000000000000001
FDN_top_17233_UB	train	UB	UB	0.66
FDN_top_17234_UB	train	UB	UB	0.64
FDN_top_17235_WG	train	WG	WG	0.62
FDN_top_17236_WG	train	WG	WG	0.62
FDN_top_17237_BR	train	BR	BR	0.6
FDN_top_17238_WB	train	WB	WB	0.62
FDN_top_17239_WR	train	WR	WR	0.64
FDN_top_17240_WR	train	WR	WR	0.64
FDN_top_17241_WR	train	WR	WR	0.64
FDN_top_17242_RG	train	RG	RG	0.64
FDN_top_17243_UB	train	UB	UB	0.6
FDN_top_17244_UB	train	UB	UB	0.6
FDN_top_17245_UR	train	UR	UR	0.6
FDN_top_17246_BG	train	BG	BG	0.74
FDN_top_17247_WUpB	train	WU+B	WU	0.6
FDN_top_17248_BR	train	BR	BR	0.6
FDN_top_17249_UB	train	UB	UB	0.6
FDN_top_17250_UB	train	UB	UB	0.6
FDN_top_17251_BRG	train	BRG	BRG	0.66
FDN_top_17252_UB	train	UB	UB	0.66
FDN_top_17253_WU	train	WU	WU	0.6
FDN_top_17254_UB	train	UB	UB	0.66
FDN_top_17255_UB	train	UB	UB	0.66
FDN_top_17256_WBpU	eval	WB+U	WB	0.64
FDN_top_17257_UB	train	UB	UB	0.6
FDN_top_17258_UG	eval	UG	UG	0.6
FDN_top_17259_WB	train	WB	WB	0.74
FDN_top_17260_RGpU	train	RG+U	RG	0.6
FDN_top_17261_WB	train	WB	WB	0.62
FDN_top_17262_UBpR	train	UB+R	UB	0.62
FDN_top_17263_BR	train	BR	BR	0.6
FDN_top_17264_BR	train	BR	BR	0.6
FDN_top_17265_UB	train	UB	UB	0.62
FDN_top_17266_WB	train	WB	WB	0.6
FDN_top_17267_UR	train	UR	UR	0.64
FDN_top_17268_UR	train	UR	UR	0.64
FDN_top_17269_UB	train	UB	UB	0.64
FDN_top_17270_UB	train	UB	UB	0.64
FDN_top_17271_UB	train	UB	UB	0.6
FDN_top_17272_WG	train	WG	WG	0.6
FDN_top_17273_WBpU	train	WB+U	WB	0.62
FDN_top_17274_WBpU	train	WB+U	WB	0.62
FDN_top_17275_BG	eval	BG	BG	0.6
FDN_top_17276_BG	eval	BG	BG	0.6
FDN_top_17277_BRpG	train	BR+G	BR	0.6
FDN_top_17278_BR	train	BR	BR	0.6
FDN_top_17279_UB	train	UB	UB	0.62
FDN_top_17280_WBpR	train	WB+R	WB	0.64
FDN_top_17281_WG	eval	WG	WG	0.62
FDN_top_17282_UB	train	UB	UB	0.64
FDN_top_17283_UB	train	UB	UB	0.64
FDN_top_17284_WB	train	WB	WB	0.62
FDN_top_17285_RG	eval	RG	RG	0.62
FDN_top_17286_WG	train	WG	WG	0.62
FDN_top_17287_WR	train	WR	WR	0.62
FDN_top_17288_WB	train	WB	WB	0.6
FDN_top_17289_WU	train	WU	WU	0.6
FDN_top_17290_WRpB	train	WR+B	WR	0.62
FDN_top_17291_BpU	train	B+U	B	0.62
FDN_top_17292_WR	eval	WR	WR	0.6
FDN_top_17293_WR	eval	WR	WR	0.6
FDN_top_17294_WR	eval	WR	WR	0.68
FDN_top_17295_BR	train	BR	BR	0.68
FDN_top_17296_BR	train	BR	BR	0.68
FDN_top_17297_WU	train	WU	WU	0.68
FDN_top_17298_WU	train	WU	WU	0.68
FDN_top_17299_WB	train	WB	WB	0.6
FDN_top_17300_WU	train	WU	WU	0.6
FDN_top_17301_BR	train	BR	BR	0.66
FDN_top_17302_BR	train	BR	BR	0.66
FDN_top_17303_WUpR	train	WU+R	WU	0.74
FDN_top_17304_WUpR	train	WU+R	WU	0.74
FDN_top_17305_WG	train	WG	WG	0.6
FDN_top_17306_BGpR	eval	BG+R	BG	0.68
FDN_top_17307_BGpR	eval	BG+R	BG	0.68
FDN_top_17308_BGpR	eval	BG+R	BG	0.68
FDN_top_17309_WB	train	WB	WB	0.76
FDN_top_17310_BRpU	eval	BR+U	BR	0.6
FDN_top_17311_UBR	eval	UBR	UBR	0.6
FDN_top_17312_UBR	eval	UBR	UBR	0.6
FDN_top_17313_WG	train	WG	WG	0.66
FDN_top_17314_RG	train	RG	RG	0.62
FDN_top_17315_RG	train	RG	RG	0.62
FDN_top_17316_WU	train	WU	WU	0.62
FDN_top_17317_URpG	train	UR+G	UR	0.6
FDN_top_17318_UB	train	UB	UB	0.64
FDN_top_17319_WBpU	train	WB+U	WB	0.6
FDN_top_17320_WG	train	WG	WG	0.7000000000000001
FDN_top_17321_WB	train	WB	WB	0.6
FDN_top_17322_UGpW	train	UG+W	UG	0.68
FDN_top_17323_GpB	train	G+B	G	0.64
FDN_top_17324_UR	train	UR	UR	0.64
FDN_top_17325_BR	train	BR	BR	0.6
FDN_top_17326_BR	train	BR	BR	0.6
FDN_top_17327_BR	train	BR	BR	0.6
FDN_top_17328_UG	train	UG	UG	0.68
FDN_top_17329_UGpB	train	UG+B	UG	0.62
FDN_top_17330_UG	train	UG	UG	0.62
FDN_top_17331_WU	train	WU	WU	0.64
FDN_top_17332_URpW	train	UR+W	UR	0.66
FDN_top_17333_URpW	train	UR+W	UR	0.66
FDN_top_17334_WG	train	WG	WG	0.6
FDN_top_17335_UB	train	UB	UB	0.64
FDN_top_17336_BR	train	BR	BR	0.6
FDN_top_17337_WB	train	WB	WB	0.68
FDN_top_17338_WU	eval	WU	WU	0.64
FDN_top_17339_WR	train	WR	WR	0.62
FDN_top_17340_UB	train	UB	UB	0.6
FDN_top_17341_RGpB	train	RG+B	RG	0.6
FDN_top_17342_WUpB	train	WU+B	WU	0.62
FDN_top_17343_UB	train	UB	UB	0.62
FDN_top_17344_WU	train	WU	WU	0.62
FDN_top_17345_UBpG	train	UB+G	UB	0.6
FDN_top_17346_BR	train	BR	BR	0.66
FDN_top_17347_UB	train	UB	UB	0.6
FDN_top_17348_WG	train	WG	WG	0.6
FDN_top_17349_WG	train	WG	WG	0.6
FDN_top_17350_UB	train	UB	UB	0.64
FDN_top_17351_UGpR	train	UG+R	UG	0.6
FDN_top_17352_WU	train	WU	WU	0.66
FDN_top_17353_WU	train	WU	WU	0.66
FDN_top_17354_URpB	train	UR+B	UR	0.68
FDN_top_17355_WU	train	WU	WU	0.62
FDN_top_17356_RG	train	RG	RG	0.6
FDN_top_17357_UBpR	train	UB+R	UB	0.6
FDN_top_17358_UR	train	UR	UR	0.66
FDN_top_17359_BRpU	train	BR+U	BR	0.6
FDN_top_17360_UR	train	UR	UR	0.64
FDN_top_17361_WB	train	WB	WB	0.6
FDN_top_17362_WB	train	WB	WB	0.6
FDN_top_17363_BR	train	BR	BR	0.62
FDN_top_17364_BR	train	BR	BR	0.62
FDN_top_17365_BG	train	BG	BG	0.6
FDN_top_17366_WR	train	WR	WR	0.62
FDN_top_17367_UG	train	UG	UG	0.64
FDN_top_17368_UGpW	train	UG+W	UG	0.6
FDN_top_17369_WU	train	WU	WU	0.64
FDN_top_17370_WU	train	WU	WU	0.64
FDN_top_17371_BR	train	BR	BR	0.6
FDN_top_17372_BR	train	BR	BR	0.6
FDN_top_17373_UGpB	train	UG+B	UG	0.66
FDN_top_17374_WU	train	WU	WU	0.64
FDN_top_17375_WB	train	WB	WB	0.6
FDN_top_17376_WR	train	WR	WR	0.68
FDN_top_17377_UG	train	UG	UG	0.62
FDN_top_17378_UG	train	UG	UG	0.62
FDN_top_17379_WUpG	train	WU+G	WU	0.6
FDN_top_17380_WR	train	WR	WR	0.8
FDN_top_17381_WG	train	WG	WG	0.64
FDN_top_17382_WB	train	WB	WB	0.64
FDN_top_17383_WG	train	WG	WG	0.6
FDN_top_17384_UB	train	UB	UB	0.62
FDN_top_17385_WG	train	WG	WG	0.64
FDN_top_17386_BR	train	BR	BR	0.62
FDN_top_17387_WpB	train	W+B	W	0.62
FDN_top_17388_UBpR	train	UB+R	UB	0.6
FDN_top_17389_UBpR	eval	UB+R	UB	0.6
FDN_top_17390_UBpR	eval	UB+R	UB	0.6
FDN_top_17391_UR	train	UR	UR	0.66
FDN_top_17392_UR	train	UR	UR	0.66
FDN_top_17393_WG	train	WG	WG	0.66
FDN_top_17394_WU	train	WU	WU	0.62
FDN_top_17395_WR	train	WR	WR	0.6
FDN_top_17396_BG	train	BG	BG	0.6
FDN_top_17397_UG	train	UG	UG	0.62
FDN_top_17398_WU	train	WU	WU	0.6
FDN_top_17399_WG	train	WG	WG	0.62
FDN_top_17400_UB	train	UB	UB	0.6
FDN_top_17401_BR	train	BR	BR	0.6
FDN_top_17402_WG	train	WG	WG	0.6
FDN_top_17403_UR	train	UR	UR	0.64
FDN_top_17404_WB	train	WB	WB	0.66
FDN_top_17405_WB	train	WB	WB	0.66
FDN_top_17406_RG	train	RG	RG	0.64
FDN_top_17407_UR	train	UR	UR	0.76
FDN_top_17408_UR	train	UR	UR	0.76
FDN_top_17409_BR	train	BR	BR	0.64
FDN_top_17410_WBpU	train	WB+U	WB	0.6
FDN_top_17411_RGpU	train	RG+U	RG	0.62
FDN_top_17412_UB	train	UB	UB	0.62
FDN_top_17413_UB	train	UB	UB	0.6
FDN_top_17414_WU	train	WU	WU	0.64
FDN_top_17415_WRpB	train	WR+B	WR	0.6
FDN_top_17416_WRpB	train	WR+B	WR	0.6
FDN_top_17417_WRpB	train	WR+B	WR	0.6
FDN_top_17418_WB	train	WB	WB	0.64
FDN_top_17419_WB	train	WB	WB	0.64
FDN_top_17420_WR	train	WR	WR	0.6
FDN_top_17421_WUB	train	WUB	WUB	0.62
FDN_top_17422_BR	train	BR	BR	0.6
FDN_top_17423_WRpB	train	WR+B	WR	0.62
FDN_top_17424_WB	train	WB	WB	0.6
FDN_top_17425_BR	train	BR	BR	0.66
FDN_top_17426_UBpW	train	UB+W	UB	0.6
FDN_top_17427_UR	eval	UR	UR	0.6
FDN_top_17428_UGpB	train	UG+B	UG	0.6
FDN_top_17429_UB	train	UB	UB	0.6
FDN_top_17430_UBG	train	UBG	UBG	0.72
FDN_top_17431_UBG	train	UBG	UBG	0.72
FDN_top_17432_WBpR	train	WB+R	WB	0.62
FDN_top_17433_WU	train	WU	WU	0.62
FDN_top_17434_WpG	train	W+G	W	0.64
FDN_top_17435_WR	train	WR	WR	0.86
FDN_top_17436_URpW	train	UR+W	UR	0.66
FDN_top_17437_UBR	train	UBR	UBR	0.64
FDN_top_17438_WU	train	WU	WU	0.62
FDN_top_17439_U	train	U	U	0.6
FDN_top_17440_WU	train	WU	WU	0.74
FDN_top_17441_WU	train	WU	WU	0.74
FDN_top_17442_WU	train	WU	WU	0.74
FDN_top_17443_WB	train	WB	WB	0.6
FDN_top_17444_WB	train	WB	WB	0.74
FDN_top_17445_WR	train	WR	WR	0.6
FDN_top_17446_WR	train	WR	WR	0.6
FDN_top_17447_BR	eval	BR	BR	0.6
FDN_top_17448_BR	eval	BR	BR	0.6
FDN_top_17449_WUpG	train	WU+G	WU	0.6
FDN_top_17450_UB	train	UB	UB	0.6
FDN_top_17451_UpB	eval	U+B	U	0.6
FDN_top_17452_UB	eval	UB	UB	0.6
FDN_top_17453_WB	eval	WB	WB	0.64
FDN_top_17454_WU	train	WU	WU	0.6
FDN_top_17455_UR	train	UR	UR	0.6
FDN_top_17456_BR	train	BR	BR	0.66
FDN_top_17457_WB	train	WB	WB	0.62
FDN_top_17458_BRpU	eval	BR+U	BR	0.64
FDN_top_17459_BR	eval	BR	BR	0.64
FDN_top_17460_BRpU	eval	BR+U	BR	0.64
FDN_top_17461_BRpU	eval	BR+U	BR	0.64
FDN_top_17462_WUpG	eval	WU+G	WU	0.66
FDN_top_17463_BG	eval	BG	BG	0.6
FDN_top_17464_RG	train	RG	RG	0.6
FDN_top_17465_WBpU	train	WB+U	WB	0.6
FDN_top_17466_UB	train	UB	UB	0.62
FDN_top_17467_RG	train	RG	RG	0.68
FDN_top_17468_WBpU	eval	WB+U	WB	0.6
FDN_top_17469_UB	train	UB	UB	0.62
FDN_top_17470_UB	train	UB	UB	0.62
FDN_top_17471_UR	train	UR	UR	0.6
FDN_top_17472_WB	train	WB	WB	0.64
FDN_top_17473_WBpR	train	WB+R	WB	0.68
FDN_top_17474_WU	train	WU	WU	0.64
FDN_top_17475_WG	eval	WG	WG	0.64
FDN_top_17476_WUpR	train	WU+R	WU	0.64
FDN_top_17477_WB	train	WB	WB	0.68
FDN_top_17478_WB	train	WB	WB	0.68
FDN_top_17479_UG	train	UG	UG	0.6
FDN_top_17480_RG	train	RG	RG	0.64
FDN_top_17481_RG	train	RG	RG	0.64
FDN_top_17482_WB	eval	WB	WB	0.6
FDN_top_17483_WU	train	WU	WU	0.68
FDN_top_17484_WU	train	WU	WU	0.68
FDN_top_17485_UR	train	UR	UR	0.62
FDN_top_17486_WBpG	train	WB+G	WB	0.6
FDN_top_17487_WBpG	train	WB+G	WB	0.6
FDN_top_17488_WBpG	train	WB+G	WB	0.6
FDN_top_17489_UR	train	UR	UR	0.6
FDN_top_17490_WBpR	train	WB+R	WB	0.6
FDN_top_17491_WBpR	train	WB+R	WB	0.6
FDN_top_17492_WBR	train	WBR	WBR	0.7000000000000001
FDN_top_17493_UB	train	UB	UB	0.6
FDN_top_17494_UB	train	UB	UB	0.6
FDN_top_17495_URpW	train	UR+W	UR	0.64
FDN_top_17496_URpW	train	UR+W	UR	0.64
FDN_top_17497_BG	eval	BG	BG	0.6
FDN_top_17498_BG	train	BG	BG	0.6
FDN_top_17499_WB	train	WB	WB	0.6
FDN_top_17500_RGpU	train	RG+U	RG	0.64
FDN_top_17501_UB	train	UB	UB	0.64
FDN_top_17502_WUpG	train	WU+G	WU	0.7000000000000001
FDN_top_17503_UB	train	UB	UB	0.62
FDN_top_17504_UB	train	UB	UB	0.6
FDN_top_17505_RG	train	RG	RG	0.62
FDN_top_17506_WG	train	WG	WG	0.6
FDN_top_17507_UB	train	UB	UB	0.66
FDN_top_17508_UB	train	UB	UB	0.66
FDN_top_17509_UR	train	UR	UR	0.6
FDN_top_17510_UR	train	UR	UR	0.6
FDN_top_17511_UpR	train	U+R	U	0.6
FDN_top_17512_UB	train	UB	UB	0.6
FDN_top_17513_WR	train	WR	WR	0.62
FDN_top_17514_BR	train	BR	BR	0.74
FDN_top_17515_UR	train	UR	UR	0.68
FDN_top_17516_WUpB	train	WU+B	WU	0.6
FDN_top_17517_BpR	train	B+R	B	0.64
FDN_top_17518_WG	eval	WG	WG	0.64
FDN_top_17519_UGpW	train	UG+W	UG	0.6
FDN_top_17520_UB	train	UB	UB	0.6
FDN_top_17521_UBpW	train	UB+W	UB	0.7000000000000001
FDN_top_17522_UBpW	train	UB+W	UB	0.7000000000000001
FDN_top_17523_WUR	train	WUR	WUR	0.68
FDN_top_17524_WBpU	eval	WB+U	WB	0.6
FDN_top_17525_WBpU	eval	WB+U	WB	0.6
FDN_top_17526_WU	eval	WU	WU	0.68
FDN_top_17527_WB	train	WB	WB	0.72
FDN_top_17528_UB	train	UB	UB	0.62
FDN_top_17529_UB	train	UB	UB	0.62
FDN_top_17530_UBpW	train	UB+W	UB	0.64
FDN_top_17531_UBpW	train	UB+W	UB	0.64
FDN_top_17532_URG	eval	URG	URG	0.6
FDN_top_17533_URG	eval	URG	URG	0.6
FDN_top_17534_UG	train	UG	UG	0.6
FDN_top_17535_WU	train	WU	WU	0.6
FDN_top_17536_WB	train	WB	WB	0.6
FDN_top_17537_WBpR	train	WB+R	WB	0.6
FDN_top_17538_UR	train	UR	UR	0.62
FDN_top_17539_BG	train	BG	BG	0.6
FDN_top_17540_BR	train	BR	BR	0.64
FDN_top_17541_BR	train	BR	BR	0.64
FDN_top_17542_UBpG	train	UB+G	UB	0.6
FDN_top_17543_UR	eval	UR	UR	0.6
FDN_top_17544_UR	eval	UR	UR	0.6
FDN_top_17545_WBpR	train	WB+R	WB	0.6
FDN_top_17546_WBpR	train	WB+R	WB	0.6
FDN_top_17547_UG	train	UG	UG	0.7000000000000001
FDN_top_17548_WBpR	train	WB+R	WB	0.64
FDN_top_17549_UBpR	train	UB+R	UB	0.66
FDN_top_17550_WU	train	WU	WU	0.6
FDN_top_17551_UB	train	UB	UB	0.74
FDN_top_17552_WGpB	train	WG+B	WG	0.8
FDN_top_17553_BR	train	BR	BR	0.6
FDN_top_17554_BG	train	BG	BG	0.66
FDN_top_17555_URpW	train	UR+W	UR	0.6
FDN_top_17556_WB	train	WB	WB	0.6
FDN_top_17557_WB	train	WB	WB	0.6
FDN_top_17558_WB	train	WB	WB	0.6
FDN_top_17559_UB	train	UB	UB	0.66
FDN_top_17560_WBG	train	WBG	WBG	0.6
FDN_top_17561_BGpU	train	BG+U	BG	0.68
FDN_top_17562_WG	train	WG	WG	0.6
FDN_top_17563_BR	train	BR	BR	0.62
FDN_top_17564_BR	train	BR	BR	0.62
FDN_top_17565_WUpB	train	WU+B	WU	0.6
FDN_top_17566_WUpB	train	WU+B	WU	0.6
FDN_top_17567_BR	train	BR	BR	0.6
FDN_top_17568_BR	train	BR	BR	0.6
FDN_top_17569_UR	train	UR	UR	0.64
FDN_top_17570_UG	train	UG	UG	0.66
FDN_top_17571_WUpB	train	WU+B	WU	0.6
FDN_top_17572_WU	train	WU	WU	0.6
FDN_top_17573_UR	train	UR	UR	0.64
FDN_top_17574_UB	train	UB	UB	0.64
FDN_top_17575_BGpU	train	BG+U	BG	0.6
FDN_top_17576_UB	train	UB	UB	0.68
FDN_top_17577_UG	train	UG	UG	0.62
FDN_top_17578_RGpU	train	RG+U	RG	0.66
FDN_top_17579_RGpU	train	RG+U	RG	0.66
FDN_top_17580_WG	train	WG	WG	0.62
FDN_top_17581_UB	eval	UB	UB	0.6
FDN_top_17582_BpWU	train	B+WU	B	0.6
FDN_top_17583_UB	train	UB	UB	0.62
FDN_top_17584_WGpU	train	WG+U	WG	0.76
FDN_top_17585_WUB	train	WUB	WUB	0.6
FDN_top_17586_UpW	train	U+W	U	0.6
FDN_top_17587_UpW	train	U+W	U	0.6
FDN_top_17588_BR	train	BR	BR	0.64
FDN_top_17589_RG	train	RG	RG	0.62
FDN_top_17590_BR	eval	BR	BR	0.62
FDN_top_17591_BR	eval	BR	BR	0.62
FDN_top_17592_UR	train	UR	UR	0.62
FDN_top_17593_WR	train	WR	WR	0.64
FDN_top_17594_WR	eval	WR	WR	0.64
FDN_top_17595_UBpW	eval	UB+W	UB	0.62
FDN_top_17596_WU	train	WU	WU	0.6
FDN_top_17597_WU	train	WU	WU	0.6
FDN_top_17598_UBpG	train	UB+G	UB	0.6
FDN_top_17599_WU	train	WU	WU	0.6
FDN_top_17600_WU	train	WU	WU	0.6
FDN_top_17601_WU	train	WU	WU	0.6
FDN_top_17602_UBpW	train	UB+W	UB	0.6
FDN_top_17603_UBpW	train	UB+W	UB	0.6
FDN_top_17604_WG	eval	WG	WG	0.64
FDN_top_17605_BR	train	BR	BR	0.6
FDN_top_17606_WBpR	train	WB+R	WB	0.6
FDN_top_17607_BG	eval	BG	BG	0.6
FDN_top_17608_UB	train	UB	UB	0.66
FDN_top_17609_GpWB	train	G+WB	G	0.6
FDN_top_17610_BGpU	train	BG+U	BG	0.6
FDN_top_17611_WU	train	WU	WU	0.6
FDN_top_17612_WG	train	WG	WG	0.68
FDN_top_17613_WG	train	WG	WG	0.6
FDN_top_17614_UR	train	UR	UR	0.6
FDN_top_17615_WU	train	WU	WU	0.6
FDN_top_17616_WU	train	WU	WU	0.76
FDN_top_17617_RGpB	train	RG+B	RG	0.6
FDN_top_17618_RGpB	train	RG+B	RG	0.6
FDN_top_17619_RG	train	RG	RG	0.6
FDN_top_17620_WGpR	train	WG+R	WG	0.6
FDN_top_17621_WB	train	WB	WB	0.64
FDN_top_17622_BR	train	BR	BR	0.64
FDN_top_17623_WUpB	train	WU+B	WU	0.62
FDN_top_17624_BR	train	BR	BR	0.64
FDN_top_17625_BR	train	BR	BR	0.64
FDN_top_17626_WUpB	train	WU+B	WU	0.64
FDN_top_17627_WUpB	train	WU+B	WU	0.64
FDN_top_17628_WR	train	WR	WR	0.66
FDN_top_17629_UR	train	UR	UR	0.62
FDN_top_17630_WU	train	WU	WU	0.6
FDN_top_17631_WBpR	train	WB+R	WB	0.6
FDN_top_17632_WR	train	WR	WR	0.68
FDN_top_17633_BR	train	BR	BR	0.6
FDN_top_17634_BR	train	BR	BR	0.74
FDN_top_17635_BR	train	BR	BR	0.74
FDN_top_17636_BR	train	BR	BR	0.74
FDN_top_17637_UB	train	UB	UB	0.64
FDN_top_17638_UB	train	UB	UB	0.64
FDN_top_17639_UR	train	UR	UR	0.66
FDN_top_17640_WG	train	WG	WG	0.6
FDN_top_17641_BR	train	BR	BR	0.68
FDN_top_17642_WB	train	WB	WB	0.6
FDN_top_17643_WG	train	WG	WG	0.6
FDN_top_17644_UB	train	UB	UB	0.6
FDN_top_17645_UB	train	UB	UB	0.6
FDN_top_17646_UR	eval	UR	UR	0.6
FDN_top_17647_BR	train	BR	BR	0.74
FDN_top_17648_BR	train	BR	BR	0.64
FDN_top_17649_RG	train	RG	RG	0.6
FDN_top_17650_WU	eval	WU	WU	0.7000000000000001
FDN_top_17651_UGpB	train	UG+B	UG	0.66
FDN_top_17652_UGpB	train	UG+B	UG	0.66
FDN_top_17653_WB	train	WB	WB	0.6
FDN_top_17654_UB	train	UB	UB	0.66
FDN_top_17655_UB	train	UB	UB	0.64
FDN_top_17656_UB	train	UB	UB	0.64
FDN_top_17657_WpR	train	W+R	W	0.6
FDN_top_17658_WpR	train	W+R	W	0.6
FDN_top_17659_UB	train	UB	UB	0.6
FDN_top_17660_UBR	train	UBR	UBR	0.6
FDN_top_17661_WpB	train	W+B	W	0.62
FDN_top_17662_WR	train	WR	WR	0.6
FDN_top_17663_BGpWU	train	BG+WU	BG	0.74
FDN_top_17664_WB	train	WB	WB	0.62
FDN_top_17665_WUB	eval	WUB	WUB	0.6
FDN_top_17666_BR	train	BR	BR	0.62
FDN_top_17667_WR	train	WR	WR	0.62
FDN_top_17668_RpW	train	R+W	R	0.62
FDN_top_17669_RpW	train	R+W	R	0.62
FDN_top_17670_RpW	train	R+W	R	0.62
FDN_top_17671_WB	train	WB	WB	0.62
FDN_top_17672_BR	train	BR	BR	0.66
FDN_top_17673_WB	train	WB	WB	0.64
FDN_top_17674_WB	train	WB	WB	0.64
FDN_top_17675_WB	train	WB	WB	0.64
FDN_top_17676_WB	train	WB	WB	0.64
FDN_top_17677_UR	train	UR	UR	0.68
FDN_top_17678_BGpR	train	BG+R	BG	0.6
FDN_top_17679_WG	train	WG	WG	0.6
FDN_top_17680_WB	train	WB	WB	0.64
FDN_top_17681_WB	train	WB	WB	0.64
FDN_top_17682_WB	train	WB	WB	0.64
FDN_top_17683_UB	train	UB	UB	0.6
FDN_top_17684_UB	train	UB	UB	0.6
FDN_top_17685_UB	train	UB	UB	0.6
FDN_top_17686_BR	train	BR	BR	0.6
FDN_top_17687_UR	train	UR	UR	0.64
FDN_top_17688_WRpB	train	WR+B	WR	0.6
FDN_top_17689_WpG	train	W+G	W	0.64
FDN_top_17690_RG	eval	RG	RG	0.6
FDN_top_17691_WR	eval	WR	WR	0.6
FDN_top_17692_UB	eval	UB	UB	0.62
FDN_top_17693_BGpR	train	BG+R	BG	0.62
FDN_top_17694_UG	train	UG	UG	0.6
FDN_top_17695_WB	train	WB	WB	0.66
FDN_top_17696_RG	train	RG	RG	0.62
FDN_top_17697_RG	train	RG	RG	0.62
FDN_top_17698_BG	train	BG	BG	0.68
FDN_top_17699_BG	train	BG	BG	0.68
FDN_top_17700_BR	train	BR	BR	0.62
FDN_top_17701_WUG	train	WUG	WUG	0.6
FDN_top_17702_WG	train	WG	WG	0.62
FDN_top_17703_UR	eval	UR	UR	0.7000000000000001
FDN_top_17704_UR	eval	UR	UR	0.7000000000000001
FDN_top_17705_BR	train	BR	BR	0.86
FDN_top_17706_WUpB	train	WU+B	WU	0.64
FDN_top_17707_WUpB	train	WU+B	WU	0.64
FDN_top_17708_WB	train	WB	WB	0.62
FDN_top_17709_WB	train	WB	WB	0.62
FDN_top_17710_UB	train	UB	UB	0.6
FDN_top_17711_UBpW	train	UB+W	UB	0.6
FDN_top_17712_WUpR	eval	WU+R	WU	0.64
FDN_top_17713_UR	train	UR	UR	0.6
FDN_top_17714_WB	train	WB	WB	0.66
FDN_top_17715_R	train	R	R	0.64
FDN_top_17716_R	train	R	R	0.64
FDN_top_17717_WB	train	WB	WB	0.6
FDN_top_17718_BR	train	BR	BR	0.62
FDN_top_17719_WB	eval	WB	WB	0.68
FDN_top_17720_UR	train	UR	UR	0.62
FDN_top_17721_WB	eval	WB	WB	0.6
FDN_top_17722_WB	eval	WB	WB	0.6
FDN_top_17723_WB	eval	WB	WB	0.6
FDN_top_17724_UR	train	UR	UR	0.62
FDN_top_17725_WU	train	WU	WU	0.6
FDN_top_17726_WUpG	train	WU+G	WU	0.6
FDN_top_17727_UGpB	train	UG+B	UG	0.62
FDN_top_17728_UG	train	UG	UG	0.64
FDN_top_17729_WB	train	WB	WB	0.62
FDN_top_17730_WB	train	WB	WB	0.62
